,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy
4048,Entire home/apt,8,3.0,4.0,5.0,Real Bed,225.0,800.0,100.0,100.0,8,0.0,2,18,36,65,334,89.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict
4049,Entire home/apt,4,1.0,2.0,2.0,Real Bed,199.0,1250.0,300.0,65.0,4,0.0,3,0,6,36,311,6.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4050,Private room,4,2.5,1.0,2.0,Real Bed,115.0,600.0,150.0,50.0,2,45.0,1,0,7,37,312,2.0,90.0,10.0,9.0,10.0,10.0,10.0,9.0,0,flexible
4054,Entire home/apt,5,1.0,2.0,2.0,Real Bed,111.0,750.0,500.0,50.0,3,15.0,1,0,0,0,20,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4055,Entire home/apt,6,1.0,2.0,3.0,Real Bed,200.0,800.0,150.0,75.0,1,55.0,2,6,6,6,27,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4056,Entire home/apt,8,3.0,3.0,3.0,Real Bed,729.0,800.0,2000.0,125.0,8,40.0,2,30,60,90,360,3.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,moderate
4057,Entire home/apt,2,1.0,1.0,1.0,Real Bed,60.0,800.0,200.0,45.0,1,10.0,2,15,15,15,15,0.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict
4059,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75.0,800.0,100.0,50.0,1,0.0,3,12,12,12,60,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible
4060,Entire home/apt,4,1.0,1.0,2.0,Real Bed,120.0,800.0,290.0,65.0,1,0.0,1,7,37,67,341,16.0,93.0,10.0,9.0,9.0,10.0,9.0,9.0,0,flexible
4061,Private room,3,1.0,1.0,1.0,Real Bed,80.0,600.0,290.0,65.0,2,50.0,1,10,27,57,326,63.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4062,Entire home/apt,6,2.0,3.0,4.0,Real Bed,299.0,800.0,290.0,125.0,1,0.0,2,18,48,72,338,0.0,100.0,10.0,10.0,8.0,6.0,10.0,8.0,0,strict
4064,Entire home/apt,6,3.0,3.0,4.0,Real Bed,495.0,800.0,1000.0,100.0,1,0.0,2,13,25,55,330,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4065,Entire home/apt,3,1.0,1.0,1.0,Real Bed,130.0,800.0,290.0,65.0,2,25.0,3,16,40,40,40,0.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4067,Entire home/apt,2,1.0,1.0,1.0,Real Bed,79.0,470.0,290.0,25.0,0,0.0,2,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4068,Entire home/apt,4,2.0,2.0,2.0,Real Bed,209.0,1299.0,290.0,60.0,1,50.0,2,26,56,86,355,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict
4069,Entire home/apt,2,1.0,1.0,1.0,Real Bed,145.0,900.0,300.0,60.0,1,0.0,3,0,13,13,47,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4070,Entire home/apt,4,1.0,1.0,1.0,Real Bed,139.0,800.0,290.0,15.0,2,10.0,1,11,33,63,63,4.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,moderate
4071,Entire home/apt,3,1.0,1.0,2.0,Real Bed,87.0,600.0,400.0,35.0,2,25.0,3,21,48,78,353,75.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict
4073,Private room,2,1.0,1.0,1.0,Real Bed,65.0,800.0,290.0,65.0,1,10.0,2,23,53,83,358,62.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,strict
4074,Entire home/apt,7,1.5,2.0,2.0,Real Bed,129.0,800.0,290.0,50.0,5,25.0,1,16,42,72,162,60.0,91.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict
4075,Entire home/apt,8,2.0,3.0,3.0,Real Bed,599.0,800.0,2000.0,150.0,6,100.0,3,30,60,90,365,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4076,Entire home/apt,2,1.0,0.0,1.0,Real Bed,140.0,800.0,200.0,35.0,1,0.0,2,9,26,56,56,4.0,95.0,9.0,10.0,10.0,10.0,10.0,9.0,0,strict
4078,Entire home/apt,5,1.0,1.0,3.0,Real Bed,150.0,1000.0,750.0,90.0,3,15.0,7,0,25,55,330,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict
4079,Entire home/apt,10,2.0,5.0,5.0,Real Bed,980.0,3500.0,3000.0,250.0,1,0.0,14,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4081,Private room,2,1.0,1.0,1.0,Real Bed,125.0,800.0,125.0,65.0,2,0.0,2,29,59,89,364,4.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict
4082,Entire home/apt,8,1.0,3.0,6.0,Real Bed,400.0,900.0,290.0,100.0,1,0.0,3,23,46,76,341,4.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,0,flexible
4083,Private room,2,1.0,1.0,1.0,Real Bed,75.0,800.0,200.0,30.0,1,0.0,2,0,0,0,227,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4085,Private room,2,1.0,1.0,1.0,Real Bed,59.0,800.0,290.0,35.0,1,10.0,1,0,0,0,0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4086,Entire home/apt,6,1.5,2.0,2.0,Real Bed,350.0,800.0,200.0,65.0,4,25.0,2,4,4,4,29,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible
4087,Entire home/apt,4,1.0,2.0,2.0,Real Bed,180.0,1400.0,290.0,60.0,4,25.0,3,0,0,0,0,7.0,100.0,10.0,10.0,9.0,10.0,10.0,9.0,0,flexible
4088,Entire home/apt,3,1.0,1.0,1.0,Real Bed,200.0,800.0,290.0,10.0,1,10.0,1,0,0,0,195,3.0,90.0,10.0,10.0,10.0,10.0,9.0,10.0,1,strict
4089,Entire home/apt,2,1.0,1.0,1.0,Airbed,125.0,625.0,200.0,20.0,2,25.0,1,1,31,61,336,2.0,100.0,10.0,9.0,10.0,10.0,9.0,9.0,0,moderate
4090,Entire home/apt,4,2.0,3.0,3.0,Real Bed,189.0,900.0,500.0,100.0,3,10.0,2,14,44,74,99,20.0,92.0,10.0,9.0,10.0,10.0,10.0,10.0,0,strict
4091,Private room,2,2.0,1.0,3.0,Real Bed,139.0,500.0,500.0,50.0,4,0.0,1,30,60,90,365,6.0,100.0,10.0,10.0,9.0,10.0,10.0,10.0,0,strict
4092,Entire home/apt,9,2.0,3.0,7.0,Real Bed,250.0,800.0,290.0,85.0,8,50.0,2,24,54,84,359,9.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,moderate
4094,Entire home/apt,4,1.0,1.0,1.0,Real Bed,160.0,800.0,290.0,35.0,4,25.0,2,28,58,88,363,9.0,98.0,10.0,9.0,10.0,10.0,9.0,9.0,0,flexible
4095,Entire home/apt,16,7.0,10.0,16.0,Real Bed,2100.0,10000.0,1500.0,65.0,0,0.0,2,17,37,62,302,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4098,Entire home/apt,4,1.0,1.0,2.0,Real Bed,89.0,595.0,250.0,62.0,2,7.0,1,20,36,59,334,62.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0,moderate
4099,Entire home/apt,4,1.0,1.0,2.0,Real Bed,160.0,1025.0,200.0,46.0,1,0.0,2,14,31,32,260,2.0,100.0,10.0,10.0,10.0,10.0,8.0,9.0,0,strict
4103,Entire home/apt,3,1.0,1.0,1.0,Real Bed,120.0,800.0,290.0,65.0,1,0.0,1,4,28,58,333,3.0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4104,Entire home/apt,5,1.0,3.0,4.0,Real Bed,189.0,1100.0,290.0,80.0,4,25.0,4,28,58,88,363,4.0,90.0,10.0,10.0,9.0,9.0,10.0,9.0,0,moderate
4106,Entire home/apt,8,2.0,2.0,3.0,Real Bed,150.0,800.0,500.0,75.0,1,0.0,2,6,6,6,79,0.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,strict
4107,Entire home/apt,6,1.0,2.0,2.0,Real Bed,183.0,1200.0,290.0,75.0,4,15.0,2,10,18,45,228,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4109,Entire home/apt,5,2.0,2.0,3.0,Real Bed,220.0,1300.0,350.0,75.0,4,25.0,3,23,53,83,346,63.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4110,Private room,2,1.5,1.0,1.0,Real Bed,80.0,800.0,290.0,65.0,1,0.0,1,23,53,83,358,4.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4111,Entire home/apt,8,2.0,3.0,3.0,Real Bed,250.0,800.0,290.0,135.0,1,0.0,2,25,47,77,352,14.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict
4114,Private room,3,1.0,1.0,1.0,Real Bed,100.0,800.0,200.0,65.0,1,0.0,1,0,0,0,0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4115,Entire home/apt,2,1.0,1.0,1.0,Real Bed,102.0,800.0,290.0,25.0,1,0.0,1,18,45,75,75,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4117,Entire home/apt,8,2.0,4.0,4.0,Real Bed,574.0,800.0,290.0,145.0,8,25.0,1,29,59,89,364,18.0,97.0,9.0,10.0,10.0,10.0,10.0,9.0,0,moderate
4118,Entire home/apt,6,1.0,1.0,3.0,Real Bed,700.0,800.0,400.0,59.0,4,100.0,3,0,5,35,310,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4119,Private room,1,2.0,1.0,2.0,Real Bed,65.0,500.0,290.0,65.0,2,0.0,2,0,17,47,322,2.0,100.0,8.0,10.0,10.0,10.0,8.0,8.0,0,flexible
4120,Entire home/apt,4,1.0,2.0,2.0,Real Bed,199.0,800.0,200.0,85.0,1,0.0,2,17,33,63,325,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4123,Private room,4,1.5,1.0,1.0,Real Bed,80.0,800.0,500.0,30.0,2,25.0,2,24,54,84,150,31.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4124,Entire home/apt,8,3.0,4.0,5.0,Real Bed,999.0,800.0,290.0,65.0,1,0.0,3,30,56,86,361,3.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
4125,Private room,2,1.0,1.0,1.0,Real Bed,78.0,464.0,250.0,25.0,2,50.0,2,20,27,41,41,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4126,Entire home/apt,5,1.0,2.0,2.0,Real Bed,179.0,1200.0,150.0,40.0,4,24.0,1,0,0,4,94,7.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict
4127,Entire home/apt,6,1.0,1.0,2.0,Real Bed,143.0,912.0,250.0,75.0,4,15.0,1,30,60,90,365,29.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict
4128,Entire home/apt,3,1.0,0.0,1.0,Real Bed,129.0,1000.0,290.0,75.0,1,0.0,1,29,59,89,364,18.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,0,moderate
4130,Private room,4,1.0,1.0,2.0,Real Bed,299.0,800.0,290.0,65.0,1,0.0,1,29,59,89,364,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4131,Entire home/apt,4,1.0,1.0,2.0,Real Bed,150.0,1350.0,500.0,50.0,1,0.0,3,0,0,0,34,1.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0,flexible
4132,Private room,2,1.5,1.0,1.0,Airbed,65.0,800.0,290.0,65.0,1,10.0,1,29,59,89,364,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4133,Entire home/apt,4,2.0,2.0,2.0,Real Bed,370.0,800.0,1000.0,90.0,4,100.0,3,14,44,74,349,6.0,93.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
4134,Private room,2,1.0,1.0,1.0,Real Bed,150.0,800.0,290.0,65.0,2,50.0,1,23,38,68,68,3.0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4135,Private room,2,1.0,1.0,1.0,Real Bed,100.0,600.0,290.0,65.0,1,0.0,1,0,0,0,9,2.0,90.0,8.0,9.0,10.0,10.0,9.0,9.0,0,flexible
4137,Entire home/apt,7,2.0,3.0,4.0,Real Bed,220.0,800.0,1000.0,150.0,4,25.0,1,16,36,42,307,61.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
4138,Entire home/apt,2,1.0,1.0,1.0,Real Bed,155.0,950.0,300.0,30.0,1,0.0,3,28,48,60,326,8.0,89.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict
4139,Entire home/apt,6,3.0,3.0,3.0,Real Bed,1025.0,800.0,290.0,65.0,1,0.0,1,0,0,0,14,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4140,Entire home/apt,10,3.0,4.0,5.0,Real Bed,1250.0,7500.0,1250.0,65.0,1,0.0,1,30,60,90,365,3.0,87.0,9.0,9.0,10.0,9.0,10.0,8.0,0,flexible
4141,Entire home/apt,10,3.0,5.0,5.0,Real Bed,1000.0,800.0,1000.0,225.0,10,100.0,5,21,37,67,329,1.0,100.0,8.0,8.0,10.0,10.0,8.0,10.0,0,flexible
4143,Private room,2,1.0,1.0,1.0,Real Bed,45.0,238.0,95.0,65.0,1,0.0,2,22,22,22,22,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4144,Entire home/apt,4,2.0,2.0,2.0,Real Bed,450.0,800.0,200.0,100.0,4,100.0,3,0,5,35,310,5.0,92.0,9.0,10.0,10.0,10.0,9.0,9.0,1,strict
4145,Entire home/apt,6,1.0,2.0,3.0,Real Bed,225.0,1350.0,290.0,75.0,1,0.0,2,0,5,35,301,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4146,Entire home/apt,8,2.0,2.0,4.0,Real Bed,199.0,800.0,200.0,125.0,4,25.0,3,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4147,Entire home/apt,6,2.0,2.0,3.0,Real Bed,167.0,800.0,200.0,60.0,1,0.0,2,23,53,83,173,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4148,Private room,2,1.0,1.0,1.0,Real Bed,40.0,250.0,290.0,65.0,1,10.0,1,17,47,77,341,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible
4150,Entire home/apt,4,2.0,2.0,3.0,Real Bed,135.0,800.0,290.0,95.0,1,0.0,2,11,11,11,77,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4151,Entire home/apt,6,1.0,2.0,2.0,Real Bed,175.0,800.0,500.0,60.0,4,40.0,1,29,59,89,364,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4153,Entire home/apt,2,1.0,1.0,1.0,Real Bed,120.0,800.0,290.0,50.0,1,0.0,1,30,60,90,365,1.0,100.0,8.0,8.0,10.0,10.0,6.0,10.0,0,flexible
4154,Entire home/apt,6,3.0,3.0,4.0,Real Bed,625.0,3400.0,500.0,145.0,1,0.0,3,25,48,78,349,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4155,Entire home/apt,8,3.0,4.0,4.0,Real Bed,550.0,3450.0,290.0,150.0,1,0.0,3,28,52,82,357,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4156,Entire home/apt,4,1.0,1.0,2.0,Real Bed,115.0,800.0,750.0,75.0,2,25.0,31,29,59,89,114,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict
4157,Entire home/apt,10,2.5,2.0,2.0,Real Bed,265.0,1350.0,100.0,99.0,1,0.0,2,28,58,88,363,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4159,Entire home/apt,2,2.0,1.0,1.0,Real Bed,250.0,1500.0,500.0,75.0,1,0.0,3,0,2,32,303,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4160,Private room,2,1.0,1.0,1.0,Real Bed,80.0,800.0,250.0,20.0,1,0.0,2,3,13,19,155,26.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
4161,Private room,3,1.0,1.0,1.0,Real Bed,159.0,464.0,500.0,50.0,1,0.0,1,24,31,61,336,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4162,Private room,2,1.0,1.0,2.0,Real Bed,125.0,350.0,290.0,65.0,2,20.0,1,3,27,57,332,7.0,87.0,8.0,9.0,10.0,10.0,9.0,8.0,0,moderate
4163,Entire home/apt,5,1.0,2.0,3.0,Real Bed,187.0,1150.0,250.0,92.0,1,0.0,2,18,38,68,343,10.0,90.0,9.0,10.0,10.0,10.0,10.0,10.0,0,strict
4164,Entire home/apt,4,1.0,2.0,2.0,Real Bed,215.0,800.0,290.0,75.0,4,25.0,2,29,59,89,364,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4165,Entire home/apt,3,1.0,1.0,2.0,Real Bed,110.0,650.0,290.0,10.0,1,10.0,4,0,0,0,0,74.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,flexible
4167,Entire home/apt,6,1.5,2.0,2.0,Real Bed,200.0,1190.0,200.0,100.0,4,40.0,2,16,46,76,346,41.0,96.0,9.0,10.0,10.0,10.0,10.0,9.0,0,strict
4168,Entire home/apt,3,1.0,0.0,1.0,Real Bed,100.0,800.0,290.0,65.0,1,0.0,1,0,0,0,3,1.0,100.0,10.0,10.0,8.0,10.0,10.0,10.0,0,flexible
4171,Entire home/apt,2,1.0,1.0,1.0,Real Bed,115.0,650.0,290.0,25.0,1,0.0,2,1,1,1,1,13.0,92.0,10.0,10.0,10.0,10.0,9.0,9.0,0,moderate
4172,Private room,4,1.5,1.0,2.0,Real Bed,95.0,550.0,290.0,25.0,2,30.0,1,2,30,60,335,18.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4173,Entire home/apt,3,1.0,0.0,2.0,Real Bed,195.0,800.0,200.0,65.0,2,50.0,1,29,59,89,364,3.0,93.0,9.0,9.0,10.0,10.0,9.0,9.0,1,flexible
4175,Private room,2,1.0,1.0,2.0,Real Bed,85.0,800.0,100.0,10.0,1,25.0,2,0,2,32,307,2.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict
4177,Entire home/apt,2,1.0,1.0,1.0,Real Bed,200.0,800.0,200.0,30.0,1,0.0,1,8,8,8,31,1.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0,strict
4178,Entire home/apt,6,2.5,2.0,4.0,Real Bed,286.0,800.0,290.0,125.0,1,0.0,2,10,28,58,333,12.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict
4180,Entire home/apt,6,1.0,2.0,3.0,Real Bed,89.0,800.0,250.0,75.0,3,25.0,1,21,51,81,356,4.0,90.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4181,Entire home/apt,6,1.0,2.0,3.0,Real Bed,119.0,800.0,550.0,109.0,4,14.0,1,20,50,80,355,41.0,93.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict
4182,Private room,2,1.0,1.0,1.0,Real Bed,85.0,360.0,200.0,50.0,1,20.0,1,30,60,90,365,0.0,92.0,10.0,8.0,10.0,9.0,10.0,8.0,0,strict
4183,Entire home/apt,3,1.0,1.0,1.0,Real Bed,220.0,800.0,300.0,50.0,1,0.0,2,28,58,87,361,12.0,83.0,9.0,8.0,9.0,10.0,9.0,8.0,0,flexible
4184,Entire home/apt,11,4.5,5.0,6.0,Real Bed,1109.0,800.0,290.0,125.0,1,0.0,2,25,43,73,343,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4186,Entire home/apt,7,2.5,3.0,3.0,Real Bed,450.0,800.0,1000.0,100.0,7,50.0,1,30,60,90,365,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4187,Entire home/apt,4,1.5,2.0,3.0,Real Bed,450.0,800.0,600.0,65.0,1,0.0,2,10,18,26,245,2.0,100.0,9.0,10.0,10.0,10.0,10.0,9.0,0,strict
4188,Entire home/apt,6,2.0,2.0,2.0,Real Bed,400.0,800.0,290.0,65.0,1,0.0,1,0,0,0,226,9.0,93.0,9.0,10.0,10.0,10.0,10.0,9.0,0,flexible
4189,Entire home/apt,4,1.0,2.0,2.0,Real Bed,350.0,800.0,300.0,75.0,4,100.0,2,12,37,67,325,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4191,Private room,4,1.0,1.0,2.0,Real Bed,175.0,800.0,290.0,19.0,1,0.0,2,29,59,89,179,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4192,Private room,2,1.0,1.0,1.0,Couch,100.0,800.0,290.0,19.0,1,0.0,2,29,59,89,179,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4193,Entire home/apt,4,1.0,1.0,2.0,Real Bed,97.0,800.0,290.0,60.0,2,50.0,1,13,32,54,61,19.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4195,Entire home/apt,2,1.0,1.0,1.0,Real Bed,90.0,800.0,100.0,40.0,2,20.0,2,3,20,45,311,133.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4196,Entire home/apt,7,2.0,2.0,2.0,Real Bed,495.0,800.0,1000.0,100.0,4,30.0,3,28,58,88,362,9.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict
4197,Entire home/apt,8,3.0,4.0,4.0,Real Bed,895.0,6000.0,1000.0,150.0,4,100.0,1,30,60,90,365,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4198,Private room,3,2.0,1.0,1.0,Real Bed,69.0,500.0,290.0,65.0,2,20.0,1,22,52,82,346,5.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,1,moderate
4199,Entire home/apt,3,2.0,2.0,2.0,Real Bed,350.0,1500.0,500.0,120.0,3,100.0,3,28,58,88,363,6.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1,strict
4200,Entire home/apt,6,1.0,1.0,4.0,Real Bed,195.0,800.0,200.0,65.0,1,0.0,2,22,47,77,332,53.0,98.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict
4201,Entire home/apt,9,2.0,4.0,4.0,Real Bed,399.0,800.0,500.0,150.0,8,0.0,2,22,52,82,357,25.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict
4202,Entire home/apt,8,3.0,4.0,5.0,Real Bed,980.0,800.0,1000.0,180.0,1,0.0,1,3,3,3,21,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4204,Entire home/apt,4,1.0,1.0,1.0,Real Bed,80.0,800.0,290.0,80.0,0,0.0,3,20,50,80,112,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4205,Entire home/apt,4,2.0,2.0,2.0,Real Bed,499.0,800.0,290.0,105.0,1,0.0,2,22,47,75,337,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4206,Entire home/apt,6,1.5,2.0,3.0,Real Bed,225.0,1275.0,125.0,125.0,6,0.0,2,19,42,67,301,4.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
4207,Entire home/apt,6,1.0,2.0,2.0,Real Bed,125.0,800.0,290.0,50.0,2,8.0,2,25,34,51,293,18.0,92.0,9.0,9.0,10.0,10.0,9.0,9.0,0,strict
4208,Entire home/apt,4,1.0,1.0,2.0,Real Bed,179.0,1400.0,500.0,65.0,1,0.0,2,30,60,90,365,12.0,96.0,9.0,10.0,10.0,10.0,9.0,9.0,0,moderate
4209,Entire home/apt,4,1.0,1.0,2.0,Real Bed,215.0,800.0,200.0,65.0,1,0.0,1,1,4,34,309,2.0,90.0,9.0,10.0,10.0,10.0,9.0,9.0,0,moderate
4212,Entire home/apt,2,1.0,1.0,1.0,Pull-out Sofa,125.0,800.0,300.0,65.0,2,0.0,1,26,56,86,355,23.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4215,Entire home/apt,6,1.0,3.0,4.0,Real Bed,400.0,800.0,250.0,65.0,1,0.0,5,30,60,90,365,1.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0,strict
4216,Entire home/apt,4,1.5,2.0,3.0,Real Bed,275.0,1500.0,290.0,80.0,1,0.0,1,29,59,89,364,1.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4217,Entire home/apt,6,2.0,2.0,2.0,Real Bed,325.0,800.0,300.0,200.0,4,0.0,3,2,2,8,271,12.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4219,Entire home/apt,6,3.5,3.0,3.0,Real Bed,499.0,2000.0,290.0,100.0,1,0.0,1,28,55,55,65,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4220,Entire home/apt,6,2.5,3.0,2.0,Real Bed,300.0,2300.0,1500.0,120.0,6,300.0,3,0,0,0,0,2.0,90.0,9.0,9.0,9.0,10.0,9.0,8.0,0,strict
4222,Entire home/apt,15,3.0,6.0,11.0,Real Bed,795.0,800.0,290.0,65.0,8,20.0,3,13,22,45,260,5.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict
4223,Entire home/apt,4,1.0,1.0,1.0,Real Bed,165.0,1100.0,290.0,60.0,2,30.0,1,28,58,88,349,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4225,Entire home/apt,6,2.5,2.0,5.0,Real Bed,379.0,2400.0,350.0,100.0,5,35.0,2,23,53,83,358,6.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict
4226,Entire home/apt,6,1.0,2.0,3.0,Real Bed,300.0,800.0,290.0,40.0,3,30.0,2,30,60,90,365,2.0,90.0,9.0,9.0,9.0,10.0,9.0,9.0,0,strict
4227,Entire home/apt,4,1.0,1.0,2.0,Real Bed,225.0,800.0,1500.0,40.0,2,90.0,1,30,60,90,365,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4228,Entire home/apt,6,1.0,2.0,3.0,Real Bed,224.0,1395.0,200.0,100.0,4,25.0,2,6,36,47,278,11.0,96.0,9.0,9.0,10.0,9.0,10.0,9.0,0,strict
4230,Entire home/apt,4,1.0,1.0,2.0,Real Bed,195.0,1200.0,290.0,65.0,1,0.0,3,1,31,61,336,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4231,Private room,2,1.0,1.0,1.0,Real Bed,75.0,450.0,290.0,50.0,2,25.0,1,29,59,89,364,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4234,Entire home/apt,6,2.0,3.0,3.0,Real Bed,750.0,800.0,300.0,60.0,6,20.0,2,30,60,90,360,4.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1,strict
