,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy
4235,Entire home/apt,12,2.0,4.0,6.0,Real Bed,1100.0,7000.0,500.0,75.0,8,20.0,3,0,0,30,305,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4237,Entire home/apt,2,1.0,1.0,1.0,Real Bed,190.0,1200.0,290.0,40.0,2,0.0,2,0,0,0,92,9.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate
4238,Private room,2,1.0,1.0,1.0,Real Bed,75.0,800.0,290.0,65.0,1,0.0,1,17,40,70,345,8.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4240,Entire home/apt,8,2.0,2.0,2.0,Real Bed,400.0,800.0,500.0,100.0,1,0.0,1,30,60,90,365,1.0,100.0,8.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4242,Entire home/apt,2,1.0,1.0,1.0,Real Bed,123.0,800.0,290.0,65.0,1,0.0,2,0,3,33,308,3.0,93.0,10.0,10.0,9.0,10.0,10.0,9.0,0,strict
4243,Entire home/apt,4,1.5,2.0,3.0,Real Bed,275.0,1500.0,290.0,80.0,1,0.0,1,29,59,89,364,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4244,Entire home/apt,8,2.0,4.0,2.0,Real Bed,172.0,800.0,290.0,135.0,1,0.0,2,29,59,89,364,25.0,85.0,9.0,9.0,10.0,10.0,9.0,8.0,0,strict
4245,Private room,2,1.0,1.0,1.0,Real Bed,99.0,800.0,290.0,65.0,1,0.0,1,27,57,87,362,10.0,87.0,9.0,9.0,8.0,8.0,10.0,9.0,0,strict
4246,Entire home/apt,5,1.0,2.0,3.0,Real Bed,199.0,800.0,200.0,85.0,1,0.0,1,8,32,62,327,22.0,98.0,9.0,10.0,10.0,10.0,10.0,10.0,0,strict
4247,Entire home/apt,8,2.0,3.0,3.0,Real Bed,675.0,4250.0,750.0,150.0,6,100.0,2,0,0,0,217,12.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4248,Entire home/apt,12,4.0,5.0,7.0,Real Bed,1600.0,800.0,2000.0,200.0,1,0.0,2,27,57,87,362,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4250,Entire home/apt,3,1.0,1.0,2.0,Real Bed,90.0,675.0,200.0,30.0,2,20.0,2,16,40,45,264,96.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,moderate
4251,Private room,2,1.0,1.0,1.0,Real Bed,54.0,498.0,290.0,65.0,2,50.0,2,30,60,90,365,3.0,100.0,10.0,10.0,10.0,9.0,9.0,9.0,0,moderate
4252,Entire home/apt,4,1.0,1.0,1.0,Real Bed,99.0,600.0,290.0,35.0,1,0.0,4,26,56,86,86,7.0,68.0,7.0,6.0,10.0,9.0,10.0,7.0,0,strict
4253,Entire home/apt,7,2.0,3.0,3.0,Real Bed,1000.0,800.0,1000.0,175.0,6,25.0,3,0,0,0,48,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4255,Entire home/apt,6,3.0,3.0,3.0,Real Bed,475.0,3100.0,1200.0,150.0,1,0.0,1,0,3,33,308,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4257,Entire home/apt,6,2.0,2.0,2.0,Real Bed,130.0,760.0,99.0,45.0,1,0.0,2,29,53,83,83,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4258,Entire home/apt,6,1.5,2.0,3.0,Real Bed,250.0,800.0,290.0,65.0,1,0.0,2,30,60,90,365,1.0,100.0,10.0,8.0,10.0,10.0,8.0,8.0,0,moderate
4259,Entire home/apt,5,2.5,3.0,3.0,Real Bed,650.0,3000.0,290.0,200.0,1,0.0,2,19,41,71,346,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4261,Entire home/apt,2,1.0,1.0,1.0,Real Bed,70.0,400.0,100.0,65.0,2,10.0,2,0,0,0,4,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4262,Private room,2,1.5,1.0,1.0,Real Bed,64.0,580.0,290.0,14.0,1,11.0,1,27,55,85,360,30.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,flexible
4264,Entire home/apt,3,1.0,1.0,1.0,Real Bed,118.0,800.0,100.0,30.0,1,0.0,1,29,59,89,364,6.0,88.0,9.0,8.0,10.0,10.0,9.0,9.0,0,flexible
4265,Entire home/apt,2,1.0,1.0,1.0,Real Bed,65.0,800.0,250.0,60.0,1,25.0,60,10,10,14,289,5.0,90.0,9.0,9.0,10.0,10.0,9.0,9.0,0,moderate
4266,Entire home/apt,3,1.0,0.0,2.0,Real Bed,125.0,700.0,290.0,75.0,1,0.0,1,15,23,53,143,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4267,Entire home/apt,4,1.0,2.0,2.0,Real Bed,150.0,800.0,500.0,75.0,1,0.0,4,0,14,14,28,12.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
4268,Entire home/apt,3,1.0,0.0,2.0,Real Bed,85.0,800.0,290.0,20.0,1,0.0,1,1,31,61,317,54.0,88.0,9.0,8.0,10.0,10.0,9.0,9.0,1,flexible
4269,Entire home/apt,4,1.0,1.0,2.0,Real Bed,250.0,800.0,290.0,65.0,1,0.0,1,29,59,89,364,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4270,Entire home/apt,5,1.0,1.0,1.0,Real Bed,199.0,800.0,100.0,50.0,2,50.0,2,0,0,0,12,2.0,80.0,7.0,7.0,10.0,10.0,10.0,8.0,0,strict
4273,Private room,2,1.0,1.0,1.0,Real Bed,150.0,800.0,290.0,65.0,1,0.0,1,8,27,27,84,0.0,100.0,10.0,8.0,8.0,8.0,10.0,10.0,1,flexible
4274,Entire home/apt,4,1.0,1.0,2.0,Real Bed,200.0,800.0,290.0,40.0,1,0.0,2,0,0,0,55,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4275,Entire home/apt,4,1.0,1.0,1.0,Real Bed,115.0,800.0,150.0,50.0,1,0.0,3,28,58,88,363,1.0,100.0,8.0,10.0,10.0,10.0,8.0,10.0,0,strict
4276,Entire home/apt,4,1.0,1.0,1.0,Real Bed,111.0,800.0,200.0,50.0,1,0.0,2,6,22,25,25,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4278,Private room,2,1.5,1.0,1.0,Airbed,75.0,450.0,290.0,50.0,1,20.0,2,15,45,75,350,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4279,Entire home/apt,6,2.5,6.0,3.0,Real Bed,900.0,800.0,900.0,175.0,1,0.0,1,0,0,0,18,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4280,Entire home/apt,5,1.0,2.0,4.0,Real Bed,125.0,800.0,100.0,35.0,1,0.0,1,14,24,54,54,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4281,Entire home/apt,10,2.0,3.0,4.0,Real Bed,145.0,800.0,290.0,155.0,1,0.0,2,22,52,80,353,0.0,83.0,8.0,8.0,9.0,9.0,10.0,8.0,0,strict
4282,Private room,4,1.0,1.0,2.0,Real Bed,175.0,800.0,300.0,75.0,1,0.0,1,29,59,89,364,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4283,Private room,2,1.0,1.0,1.0,Real Bed,135.0,840.0,290.0,25.0,1,0.0,1,30,60,90,365,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4284,Private room,2,1.0,1.0,1.0,Real Bed,150.0,800.0,290.0,65.0,1,0.0,2,27,57,87,352,39.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4285,Entire home/apt,3,1.0,1.0,2.0,Real Bed,165.0,1400.0,250.0,100.0,3,0.0,2,28,58,88,358,9.0,93.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4286,Entire home/apt,2,1.0,1.0,1.0,Real Bed,169.0,1020.0,300.0,55.0,0,0.0,1,17,44,74,349,14.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
4287,Private room,2,1.0,1.0,1.0,Real Bed,125.0,800.0,290.0,19.0,1,0.0,2,29,59,89,179,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4288,Entire home/apt,4,1.0,1.0,2.0,Real Bed,159.0,980.0,200.0,46.0,1,0.0,2,8,27,33,272,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4289,Entire home/apt,2,1.0,1.0,2.0,Real Bed,115.0,600.0,300.0,35.0,1,0.0,2,2,27,44,296,14.0,91.0,9.0,10.0,10.0,10.0,9.0,9.0,0,strict
4290,Entire home/apt,2,1.0,0.0,1.0,Real Bed,150.0,800.0,290.0,65.0,1,0.0,1,19,44,74,340,129.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4291,Entire home/apt,3,1.0,1.0,1.0,Real Bed,125.0,800.0,290.0,15.0,1,0.0,2,25,55,85,360,52.0,87.0,9.0,9.0,10.0,9.0,9.0,9.0,0,strict
4292,Entire home/apt,10,3.5,4.0,5.0,Real Bed,675.0,800.0,1000.0,125.0,10,20.0,2,28,58,88,88,16.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4293,Entire home/apt,6,1.0,2.0,3.0,Real Bed,99.0,600.0,290.0,85.0,3,10.0,14,28,56,56,307,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4294,Entire home/apt,3,1.0,1.0,1.0,Real Bed,100.0,800.0,290.0,65.0,1,0.0,3,0,0,0,6,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4295,Entire home/apt,5,1.0,2.0,3.0,Real Bed,200.0,800.0,290.0,20.0,4,50.0,1,7,24,54,329,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4296,Private room,2,1.0,1.0,2.0,Real Bed,79.0,800.0,290.0,65.0,1,0.0,2,29,59,89,364,14.0,91.0,9.0,8.0,10.0,9.0,9.0,9.0,0,strict
4297,Entire home/apt,10,3.0,4.0,4.0,Real Bed,600.0,800.0,300.0,100.0,1,0.0,2,8,19,19,246,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4298,Entire home/apt,6,1.0,3.0,3.0,Real Bed,150.0,800.0,100.0,65.0,3,15.0,1,28,58,88,88,52.0,96.0,9.0,9.0,10.0,10.0,10.0,9.0,0,moderate
4299,Entire home/apt,3,1.0,1.0,1.0,Real Bed,100.0,800.0,300.0,39.0,2,20.0,2,28,58,88,178,30.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4300,Entire home/apt,4,1.0,1.0,2.0,Real Bed,172.0,1035.0,290.0,70.0,1,0.0,2,11,41,71,339,9.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4301,Entire home/apt,2,1.0,1.0,1.0,Real Bed,130.0,988.0,290.0,40.0,1,0.0,2,24,54,84,359,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4302,Entire home/apt,3,1.0,1.0,2.0,Real Bed,120.0,600.0,290.0,65.0,1,0.0,2,22,52,82,82,25.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,0,moderate
4303,Shared room,4,1.0,1.0,4.0,Real Bed,50.0,800.0,290.0,65.0,1,0.0,1,26,56,86,361,0.0,80.0,10.0,7.0,10.0,10.0,9.0,9.0,0,moderate
4305,Entire home/apt,8,2.0,3.0,4.0,Real Bed,700.0,800.0,290.0,150.0,1,0.0,2,30,60,90,365,18.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4308,Entire home/apt,4,1.0,1.0,1.0,Real Bed,109.0,800.0,199.0,50.0,1,0.0,1,0,0,0,0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4309,Entire home/apt,16,4.0,5.0,9.0,Real Bed,799.0,800.0,400.0,275.0,12,25.0,3,28,58,88,351,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4311,Entire home/apt,2,1.0,1.0,1.0,Real Bed,126.0,639.0,290.0,54.0,2,25.0,2,17,47,77,352,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4312,Entire home/apt,4,1.0,2.0,2.0,Real Bed,200.0,800.0,500.0,155.0,1,0.0,2,0,0,0,239,1.0,100.0,10.0,8.0,10.0,10.0,8.0,10.0,0,strict
4313,Entire home/apt,2,1.0,0.0,2.0,Real Bed,118.0,800.0,290.0,65.0,1,0.0,1,0,0,0,241,2.0,90.0,9.0,8.0,10.0,10.0,8.0,8.0,0,flexible
4314,Private room,4,1.0,1.0,2.0,Real Bed,149.0,1150.0,290.0,35.0,2,25.0,3,28,58,88,363,9.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4315,Entire home/apt,12,2.0,4.0,10.0,Real Bed,329.0,2250.0,300.0,150.0,4,25.0,2,22,42,69,313,54.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4316,Shared room,2,1.0,1.0,2.0,Pull-out Sofa,149.0,800.0,250.0,60.0,2,40.0,1,30,60,90,365,10.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4317,Entire home/apt,2,1.0,0.0,1.0,Real Bed,98.0,800.0,300.0,20.0,1,0.0,3,21,48,75,337,34.0,94.0,10.0,10.0,10.0,9.0,10.0,9.0,0,strict
4319,Entire home/apt,5,2.0,2.0,2.0,Real Bed,325.0,800.0,250.0,80.0,4,25.0,3,30,60,90,365,4.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
4320,Private room,2,1.0,1.0,1.0,Real Bed,75.0,500.0,100.0,45.0,1,0.0,2,13,43,68,68,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict
4321,Entire home/apt,4,1.0,2.0,2.0,Real Bed,185.0,850.0,290.0,100.0,1,0.0,2,0,21,51,318,8.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4322,Entire home/apt,2,1.0,0.0,2.0,Real Bed,80.0,363.0,290.0,65.0,1,0.0,1,1,1,1,207,4.0,85.0,10.0,9.0,9.0,9.0,9.0,10.0,0,flexible
4323,Entire home/apt,4,2.0,2.0,2.0,Real Bed,185.0,800.0,290.0,70.0,4,45.0,2,26,56,86,361,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4325,Entire home/apt,6,2.5,2.0,3.0,Real Bed,199.0,1372.0,300.0,65.0,6,25.0,2,9,32,56,314,18.0,96.0,10.0,10.0,9.0,10.0,10.0,10.0,0,strict
4326,Entire home/apt,3,1.0,1.0,2.0,Real Bed,500.0,800.0,290.0,65.0,1,0.0,2,5,17,17,246,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4327,Entire home/apt,6,2.5,2.0,3.0,Real Bed,525.0,3000.0,290.0,75.0,4,30.0,2,30,60,90,365,5.0,95.0,10.0,8.0,10.0,10.0,9.0,8.0,0,moderate
4328,Entire home/apt,3,1.0,1.0,1.0,Real Bed,110.0,800.0,300.0,60.0,2,0.0,1,0,0,0,272,9.0,89.0,10.0,9.0,10.0,10.0,9.0,9.0,0,strict
4331,Entire home/apt,6,1.5,2.0,3.0,Real Bed,125.0,800.0,290.0,25.0,2,25.0,1,10,34,64,339,79.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
4332,Entire home/apt,6,1.5,1.0,1.0,Real Bed,250.0,800.0,290.0,65.0,4,25.0,1,8,19,19,230,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4333,Entire home/apt,5,2.5,3.0,2.0,Real Bed,210.0,800.0,1000.0,90.0,4,25.0,2,18,48,73,345,24.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4334,Entire home/apt,4,1.0,1.0,1.0,Real Bed,150.0,675.0,200.0,65.0,4,25.0,1,0,0,4,279,6.0,87.0,10.0,7.0,9.0,9.0,7.0,9.0,0,moderate
4335,Private room,2,1.0,1.0,1.0,Real Bed,54.0,330.0,200.0,10.0,2,0.0,2,10,40,70,70,13.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4336,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,625.0,290.0,50.0,1,0.0,1,29,59,89,358,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4337,Entire home/apt,6,1.0,1.0,3.0,Real Bed,200.0,800.0,500.0,75.0,4,30.0,2,29,59,89,364,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict
4338,Private room,2,2.5,1.0,1.0,Real Bed,99.0,800.0,200.0,20.0,1,0.0,1,28,58,88,361,42.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4339,Private room,2,1.5,1.0,1.0,Real Bed,125.0,800.0,290.0,65.0,1,20.0,1,30,60,90,365,2.0,80.0,10.0,6.0,10.0,10.0,8.0,8.0,0,strict
4341,Entire home/apt,10,3.0,4.0,6.0,Real Bed,399.0,800.0,290.0,155.0,1,0.0,2,2,32,62,337,2.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0,strict
4342,Entire home/apt,6,2.0,3.0,3.0,Real Bed,348.0,800.0,250.0,100.0,1,0.0,3,23,50,80,355,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict
4344,Entire home/apt,4,1.0,1.0,2.0,Real Bed,109.0,695.0,290.0,60.0,2,25.0,2,28,58,88,363,5.0,92.0,10.0,9.0,9.0,9.0,9.0,8.0,0,strict
4347,Entire home/apt,8,3.0,4.0,6.0,Real Bed,1400.0,8400.0,300.0,150.0,1,0.0,4,28,58,88,363,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4349,Entire home/apt,5,2.0,2.0,2.0,Real Bed,189.0,800.0,290.0,65.0,1,0.0,1,0,0,0,5,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4350,Entire home/apt,5,1.0,2.0,2.0,Real Bed,250.0,800.0,290.0,100.0,1,0.0,3,27,57,87,362,2.0,100.0,10.0,10.0,10.0,9.0,9.0,9.0,0,strict
4352,Entire home/apt,3,1.0,1.0,1.0,Real Bed,95.0,800.0,290.0,65.0,2,25.0,1,16,46,76,351,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4353,Private room,2,1.0,1.0,1.0,Real Bed,250.0,800.0,290.0,65.0,1,0.0,1,18,23,53,328,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4354,Entire home/apt,4,1.0,2.0,2.0,Real Bed,140.0,950.0,150.0,90.0,2,5.0,2,20,43,73,96,31.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4355,Entire home/apt,5,1.0,1.0,2.0,Real Bed,137.0,800.0,290.0,65.0,1,0.0,4,0,6,11,11,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate
4359,Private room,2,1.0,1.0,1.0,Real Bed,67.0,286.0,95.0,20.0,1,5.0,1,26,49,79,79,8.0,88.0,9.0,7.0,10.0,10.0,10.0,9.0,0,flexible
4361,Entire home/apt,5,1.0,2.0,3.0,Real Bed,199.0,800.0,200.0,85.0,4,0.0,2,8,30,60,330,17.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4362,Entire home/apt,4,1.0,1.0,1.0,Real Bed,150.0,800.0,200.0,65.0,1,0.0,2,12,26,26,26,2.0,70.0,8.0,7.0,10.0,10.0,9.0,6.0,0,moderate
4363,Entire home/apt,10,2.0,2.0,3.0,Real Bed,225.0,1200.0,290.0,60.0,0,0.0,2,16,42,72,335,10.0,98.0,9.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4367,Entire home/apt,4,1.0,2.0,2.0,Real Bed,174.0,800.0,290.0,65.0,2,69.0,2,3,7,13,214,58.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4368,Entire home/apt,8,3.5,3.0,3.0,Real Bed,1000.0,800.0,290.0,65.0,1,0.0,1,30,60,90,365,2.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0,flexible
4369,Entire home/apt,9,3.0,4.0,8.0,Real Bed,1500.0,4500.0,290.0,250.0,12,100.0,1,29,59,89,357,23.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
4370,Entire home/apt,4,1.0,2.0,2.0,Real Bed,800.0,800.0,290.0,65.0,1,0.0,2,23,37,63,338,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4371,Entire home/apt,5,1.0,1.0,2.0,Real Bed,145.0,922.0,150.0,40.0,1,0.0,2,24,54,84,359,25.0,87.0,9.0,9.0,10.0,10.0,9.0,8.0,0,strict
4372,Entire home/apt,6,1.0,2.0,2.0,Real Bed,400.0,2500.0,500.0,150.0,1,0.0,2,0,5,19,91,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4373,Entire home/apt,6,2.0,3.0,4.0,Real Bed,800.0,800.0,1000.0,100.0,1,0.0,1,30,60,90,365,4.0,100.0,9.0,9.0,10.0,10.0,10.0,8.0,0,strict
4374,Entire home/apt,2,1.0,1.0,1.0,Real Bed,95.0,800.0,290.0,65.0,2,49.0,1,25,55,85,360,105.0,91.0,9.0,9.0,9.0,9.0,10.0,9.0,0,strict
4375,Private room,2,1.5,1.0,1.0,Real Bed,60.0,800.0,290.0,65.0,2,0.0,1,0,0,0,214,14.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4378,Entire home/apt,4,1.0,2.0,2.0,Real Bed,148.0,800.0,350.0,70.0,2,0.0,3,16,32,62,326,22.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4380,Entire home/apt,10,3.5,4.0,7.0,Real Bed,2200.0,12500.0,2000.0,150.0,6,100.0,2,30,60,90,360,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4382,Entire home/apt,12,2.0,4.0,6.0,Real Bed,225.0,1425.0,500.0,150.0,6,25.0,3,16,39,69,339,13.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict
4383,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,800.0,250.0,50.0,1,0.0,2,30,60,90,365,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4385,Entire home/apt,7,2.0,3.0,3.0,Real Bed,399.0,800.0,500.0,150.0,1,0.0,2,29,59,89,364,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4386,Entire home/apt,6,2.0,2.0,2.0,Real Bed,125.0,800.0,150.0,35.0,4,25.0,2,4,10,10,189,15.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
4387,Entire home/apt,10,1.5,2.0,4.0,Real Bed,256.0,800.0,200.0,50.0,2,0.0,1,25,55,85,349,25.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4388,Entire home/apt,4,1.0,2.0,2.0,Real Bed,500.0,800.0,290.0,65.0,1,0.0,1,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4390,Entire home/apt,2,1.0,1.0,1.0,Real Bed,80.0,800.0,290.0,65.0,1,10.0,3,20,47,74,132,52.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict
4391,Entire home/apt,5,1.0,2.0,4.0,Real Bed,135.0,800.0,400.0,60.0,2,35.0,2,21,48,76,344,128.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict
4392,Private room,1,1.0,1.0,1.0,Airbed,110.0,720.0,290.0,65.0,0,0.0,2,25,55,85,360,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
4393,Entire home/apt,5,1.0,2.0,3.0,Real Bed,199.0,800.0,200.0,85.0,1,0.0,1,12,15,41,316,26.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
4394,Entire home/apt,4,1.0,1.0,2.0,Real Bed,115.0,800.0,150.0,50.0,1,0.0,2,28,58,88,363,11.0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,0,flexible
4395,Entire home/apt,2,1.0,0.0,1.0,Real Bed,125.0,800.0,290.0,65.0,1,0.0,1,19,41,67,336,57.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict
4396,Entire home/apt,6,2.5,3.0,3.0,Real Bed,700.0,800.0,290.0,65.0,1,0.0,3,29,59,89,364,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
4401,Private room,3,1.0,1.0,1.0,Real Bed,89.0,800.0,290.0,10.0,2,30.0,2,12,42,72,152,34.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,1,strict
4402,Entire home/apt,4,1.0,1.0,2.0,Real Bed,115.0,700.0,200.0,55.0,1,0.0,1,13,31,31,263,2.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1,moderate
4403,Entire home/apt,6,1.0,3.0,3.0,Real Bed,138.0,800.0,290.0,110.0,1,0.0,2,0,0,0,0,7.0,80.0,8.0,9.0,8.0,9.0,9.0,9.0,0,strict
4405,Entire home/apt,4,1.0,2.0,2.0,Real Bed,150.0,800.0,400.0,80.0,2,10.0,2,24,51,55,330,0.0,87.0,9.0,9.0,10.0,10.0,10.0,8.0,0,strict
4406,Entire home/apt,4,1.0,0.0,2.0,Real Bed,90.0,565.0,150.0,50.0,2,20.0,2,15,43,73,73,47.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4407,Entire home/apt,2,1.0,2.0,2.0,Real Bed,150.0,800.0,290.0,65.0,1,0.0,2,28,39,69,337,8.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,moderate
4408,Entire home/apt,5,1.0,2.0,2.0,Real Bed,199.0,800.0,200.0,85.0,1,0.0,1,13,35,65,340,8.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
4410,Entire home/apt,8,2.0,3.0,4.0,Real Bed,299.0,800.0,500.0,50.0,6,20.0,1,26,56,86,361,11.0,98.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict
4411,Private room,4,1.0,1.0,2.0,Real Bed,108.0,700.0,200.0,25.0,1,25.0,1,27,52,82,357,50.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,1,strict
4412,Entire home/apt,3,1.0,1.0,1.0,Real Bed,90.0,800.0,200.0,50.0,1,0.0,2,20,47,77,77,0.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict
4413,Entire home/apt,2,1.0,1.0,1.0,Real Bed,145.0,800.0,290.0,65.0,1,0.0,2,26,53,83,354,29.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,0,flexible
4415,Private room,4,1.0,1.0,2.0,Real Bed,80.0,800.0,290.0,20.0,2,20.0,1,30,60,90,365,46.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict
4417,Entire home/apt,4,1.0,1.0,1.0,Real Bed,150.0,800.0,100.0,100.0,2,40.0,2,7,33,33,306,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
4420,Entire home/apt,6,2.0,3.0,4.0,Real Bed,250.0,800.0,300.0,65.0,2,100.0,1,29,59,89,357,16.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate
